,title,star,review,Cleaned
1056,سجاد حیدری,3.0,دریاچه درون شهری بسیار زیبا,دریاچه درون شهری بسیار زیبا
1057,Bob,4.0,یک دریاچه زیبا در شمال غرب خرم آباد,یک دریاچه زیبا در شمال غرب خرم آباد
1058,پیام کرمی,4.0,دریاچه ی زیبایی بود,دریاچه ی زیبایی بود
1059,محمد جواد بنی عگبه,4.0,زیبا بود,زیبا بود
1060,Zahra Khosravi,5.0,دریاچه ی بزرگ و زیبا در خرم اباد,دریاچه ی بزرگ و زیبا در خرم اباد
1061,amir behbahani,3.0,جای خوبیه,جای خوبیه
1062,Hamid Fallah,5.0,خوشگل و زیبا برو حتما,خوشگل و زیبا برو حتما
1063,mohsen parsa,5.0,عقب قایق سواری میشه کرد,عقب قایق سواری میشه کرد
1064,reza najafi,5.0,عالی بود,عالی بود
1065,Hosein tanhatarin,5.0,زیبا ولی,زیبا ولی
1066,Sina Rajabi,4.0,خوب بود,خوب بود
1067,kaveh jey,3.0,دریاچه تفریحی واقع در خرم آباد,دریاچه تفریحی واقع در خرم آباد
1068,hosein jamal,5.0,درياچه زيبا و مردمي سرشار از محبت,دریاچه زیبا و مردمی سرشار از محبت
1069,S a M ousavi,4.0,جای خوب دیدنی هست,جای خوب دیدنی هست
1070,Parisa Yazdani,4.0,خیلی زیبا بود,خیلی زیبا بود
1071,مهراب رضایی,5.0,عالی بود,عالی بود
1072,ahad tavasoli,3.0,خوب بود .,خوب بود 
1073,payam shokouhirad,4.0,خوب بود,خوب بود
1074,Omid Motekallem,5.0,خیلی خوبه,خیلی خوبه
1075,azim dri,5.0,خیلی زیبا,خیلی زیبا
1076,m bully,5.0,بسیار محل زیبا و دل نشین,بسیار محل زیبا و دل نشین
1077,Pourya Kamyarfard,1.0,جاذبه تفریحی نداشت,جاذبه تفریحی نداشت
1078,amir miri,2.0,بد نبود,بد نبود
1079,Black archer,5.0,بسیار دقیق و کارامد ممنونم,بسیار دقیق و کارامد ممنونم
1080,kaveh ahadi,5.0,عالی,عالی
1081,Morteza Moatamedi,1.0,عالی بود,عالی بود
1082,مریعذزلن,4.0,عالی بود,عالی بود
1083,امیر مهدی حسن زاده,5.0,جای دیدنیه,جای دیدنیه
1084,ali afshin,1.0,جالب نبود,جالب نبود
1085,mohammadreza amir,5.0,عالی بود,عالی بود
1086,محمدرضا آشناور,1.0,دریاچه مصنوعی در شهر خرم آباد,دریاچه مصنوعی در شهر خرم آباد
1087,Yahya Jafarykhah,3.0,مسیر طولانی دارد,مسیر طولانی دارد
1088,Kian Gharib,2.0,بدنیست در یه محیط شهری,بدنیست در یه محیط شهری
1089,Ali kashani zadeh,4.0,محشره,محشره
1090,سید سعید موسوی,5.0,خیلی زیبا بود,خیلی زیبا بود
1091,morteza afshar,5.0,بهترین جا برای تفریح,بهترین جا برای تفریح
1092,Mohsen Maleki,5.0,زیباترین دریاچه درون شهری,زیباترین دریاچه درون شهری
1093,ابوالفضل محمد جودکی,4.0,جایی راحت برای استراحت,جایی راحت برای استراحت
1094,Mehrdad Khademlou,2.0,برا شب رفتن بد نیس,برا شب رفتن بد نیس
1095,aidin dorkhah,5.0,دریاچه کیو خرم آباد,دریاچه کیو خرم آباد
1096,Hamed Najafi,5.0,زیبا و دارای قایق,زیبا و دارای قایق
1097,Amir Karimi,4.0,عالیههه,عالیه
1098,reza rahmani,5.0,شنیدم مکان زیبایی هست ,شنیدم مکان زیبایی هست
1099,ماهان علی نیا,4.0,بسیار عالی و مخصوص گردش,بسیار عالی و مخصوص گردش
1100,alireza eftekhari,4.0,جایه خوبیه آرامش داره,جایه خوبیه آرامش داره
1101,Arashk Banan,3.0,زیبا بود,زیبا بود
1102,Ali Goudarzi,1.0,بسیار کثیف، بی نظم,بسیار کثیف بی نظم
1103,مهدی خوش پوش,5.0,قشنگه,قشنگه
1104,Mohammad Bitaraf,5.0,زیبا,زیبا
1105,Hamidreza Solgi,5.0,زیبا,زیبا
1106,یاسر نیک کار,4.0,جایی با سفا,جایی با سفا
1107,Hossein Moghaddasi,4.0,دریاچه زیبایی بود,دریاچه زیبایی بود
1108,Saman Ghasemian,3.0,شلوغه ولی قشنگه,شلوغه ولی قشنگه
1109,مهدیه نیرومند,5.0,عالیه مکان بسیاردیدنی,عالیه مکان بسیاردیدنی
1110,H Hojat,5.0,بسیار زیبا و عالی,بسیار زیبا و عالی
1111,Ali Alijan,2.0,درحد دیدن و گذشتن,درحد دیدن و گذشتن
1112,فریده نوری,4.0,بازیگران ایرانی,بازیگران ایرانی
1113,montazer poor,3.0,جای تفریحی خوبیه,جای تفریحی خوبیه
1114,mahbubeh taghvaei,3.0,شبای خوبی داشت,شبای خوبی داشت
1115,Ali Najafi,5.0,بسیار زیبا❤😘 …,بسیار زیبا❤ emoji …
1116,رضا مرادی,3.0,خوبه عالیه,خوبه عالیه
1117,Soheil,4.0,خوبه,خوبه
1118,hamed ghaderi,4.0,واقعا دیدنیه,واقعا دیدنیه
1119,saeed shams,5.0,فوق العاده زیبا,فوق العاده زیبا
1120,mohammad ali jalilpour,1.0,بسیار معمولی!,بسیار معمولی 
1121,MASIH ADNANI,5.0,خوب,خوب
1122,alireza barkhordari,5.0,واقعا زیبا,واقعا زیبا
1123,Mrm Rasta,4.0,خوب,خوب
1124,حیدر ضمدی,4.0,دوست داشتنی,دوست داشتنی
1125,ADEL Nisi,5.0,الیه,الیه
1126,Amir Eskandari,5.0,عالی,عالی
1127,Pariya Zeydooni,5.0,عالیه,عالیه
1128,Reyhane Shahidy,5.0,جالبه,جالبه
1129,رضا رحمانی,5.0,عالی,عالی
1130,ارش سعادتی,5.0,عالی,عالی
1131,روح الله سلطانی,5.0,عالی,عالی
1132,محمود قبادی ,5.0,عالی,عالی
1133,Parsan Cut,4.0,عالی,عالی
1134,No. Er.,5.0,عالیه,عالیه
1135,javad alipour,4.0,عالی,عالی
1136,ali kamran,4.0,عالی,عالی
1137,ehsan r,5.0,زیبا،دیدنی,زیبا دیدنی
1138,Mehdi T,5.0,عالی,عالی
1139,amin jafari,5.0,زیبا,زیبا
1140,Morteza Mahdavi,5.0,عالی,عالی
1141,Bahareh Bob,4.0,خوب,خوب
1142,Reza Arabi,4.0,عالی,عالی
1143,احمد احدپور,3.0,جالبه,جالبه
1144,Adel Mirzaie,5.0,زیبا,زیبا
1145,Ali Afsar,5.0,عالی,عالی
1146,alireza safa,5.0,عالیه,عالیه
1147,Mehdi Shams,3.0,دیدنی و خوب,دیدنی و خوب
1148,Mohammad,3.0,جای قشنگیه,جای قشنگیه
1149,Milad,4.0,خوب,خوب
1150,Hidden Boys,5.0,زیبا,زیبا
1151,Abbas Mehraban,4.0,طبیعتی زیبا,طبیعتی زیبا
1152,mamadali zaki,5.0,عالی,عالی
1153,farshad,5.0,عالی,عالی
1154,taha,5.0,عالی,عالی
1155,karim,4.0,عالیه,عالیه
1156,سامان سامان,3.0,عالی,عالی
1157,Mehdi Moradi,1.0,معمولی,معمولی
1158,Ariobarzan Amiri,2.0,جاده از ویسیان به سمت آبشار یکی از خطرناکترین و زیباترین جاده های ایران است ، این جاده از بین کوه ها عبور می کند.,جاده از ویسیان به سمت آبشار یکی از خطرناکترین و زیباترین جاده های ایران است این جاده از بین کوه ها عبور می کند 
1159,Hamidreza Hatefi,2.0,مکان خیلی قشنگیه ولی حیف که امکانات رفاهی نداره,مکان خیلی قشنگیه ولی حیف که امکانات رفاهی نداره
1160,Amir N,5.0,آبشار قشنگیه وکنار جاده هم هست و دسترسیش راحته,آبشار قشنگیه وکنار جاده هم هست و دسترسیش راحته
1161,Mahdi Janbozorgi,4.0,تجربه زیبا و بازدید از نگین طبیعت لرستان,تجربه زیبا و بازدید از نگین طبیعت لرستان
1162,mohammad zarei,4.0,آب ولرمی در اردیبهش داشت,آب ولرمی در اردیبهش داشت
1163,Hossein Ebrahimi,4.0,دسترسی بسیار راحت و جاده خوب برای رفتن با سواری؛ - امکانات برای اتراق یا توقف صفر؛ - گویا بخشی از فاضلاب منازل مسکونی اطراف هم به آبشار سرازیر می‌شه متأسفانه,دسترسی بسیار راحت و جاده خوب برای رفتن با سواری؛ - امکانات برای اتراق یا توقف صفر؛ - گویا بخشی از فاضلاب منازل مسکونی اطراف هم به آبشار سرازیر می‌شه متاسفانه
