Id,title,star,review,Cleaned,label
567,Mi H,3,ادب یه مکان طبیعت دوست کیلومتر اخر جاده خاکیه فصل بهار تابستان گزینه پاییز زمستان بخاطر بارش برف باران زمانبدی سفرتون مشکل میخوره ممکنه بسته باشه چ بارون چ برف جفتشون مشکل سازن جاده اخر مسیر پارکینگ هست سرویس بهداشتی داره تنگه برسید رود خانه سیمره داخل رودخانه سیمره شنا نکنید عمقش محلی چندتا نجات غریق لرستان گذشته اون غرق تنگه کیلومتر داره دیواره صخره ازش عبور میکنید 200 ارتفاع داره مناره سنگی جاذبه عکاسی زیباست بعداز ابشار زیبا میرسید پل خدا زیباترین قسمت سفر میشه غاری 150 ابی سرد کف اون جاریه غار تاریکه بهتره چراغ قوه خودتون ببرید لباس کفش غذای اضافه همراه باشید اب سرده افتادن فشار تون اب سرد هست شرایط جسمانیه خوبی باشید,ادب یه مکان طبیعت دوست کیلومتر اخر جاده خاکیه فصل بهار تابستان گزینه پاییز زمستان بخاطر بارش برف باران زمانبدی سفرتون مشکل میخوره ممکنه بسته باشه چ بارون چ برف جفتشون مشکل سازن جاده اخر مسیر پارکینگ هست سرویس بهداشتی داره تنگه برسید رود خانه سیمره داخل رودخانه سیمره شنا نکنید عمقش محلی چندتا نجات غریق لرستان گذشته اون غرق تنگه کیلومتر داره دیواره صخره ازش عبور میکنید 200 ارتفاع داره مناره سنگی جاذبه عکاسی زیباست بعداز ابشار زیبا میرسید پل خدا زیباترین قسمت سفر میشه غاری 150 ابی سرد کف اون جاریه غار تاریکه بهتره چراغ قوه خودتون ببرید لباس کفش غذای اضافه همراه باشید اب سرده افتادن فشار تون اب سرد هست شرایط جسمانیه خوبی باشید,0
568,Javad Rezaee,4,مکانی فضای وهم انگیزی محض ورود تنگه فضای ذهنی اضطراب موقعیت ایجاد,مکانی فضای وهم انگیزی محض ورود تنگه فضای ذهنی اضطراب موقعیت ایجاد,1
569,م ناصر,5,آنقدر زیبا طبیعت بکر شدت زیبایی پایتان بغلتد حادثه,آنقدر زیبا طبیعت بکر شدت زیبایی پایتان بغلتد حادثه,1
570,mohammad shanjani,5,هست العاده قشنگ طود بزید عصر خارج باشید چادر ببرید جهت,هست العاده قشنگ طود بزید عصر خارج باشید چادر ببرید جهت,1
571,namafun,4,حرف نداره بهار سفر کنی تنگه شیرز تره,حرف نداره بهار سفر کنی تنگه شیرز تره,1
572,Nima B,4,دره‌های زیبای رشته کوه زاگرس,دره‌های زیبای رشته کوه زاگرس,1
573,Dariush shakiben,4,,None,1
574,saeed kandar,5,منطقه‌ای بکر مناظر زیبای کوه دشت دره غار زیبا رودخانه‌ای عبور,منطقه‌ای بکر مناظر زیبای کوه دشت دره غار زیبا رودخانه‌ای عبور,1
575,samad hosseinpour,4,بهشت پنهان,بهشت پنهان,1
576,abas tanoursaz,1,طبیعت مردم رعایت زیبایی وصف ناپذیر طبیعت زباله ریزند محیط,طبیعت مردم رعایت زیبایی وصف ناپذیر طبیعت زباله ریزند محیط,-1
577,mohammadhossein ranjbari,5,مکان سفر توی اردیبهشت ماهه طبیعت بکر نظیری داره,مکان سفر توی اردیبهشت ماهه طبیعت بکر نظیری داره,1
578,shahram lenjan,4,پیاده هیجان انگیز طبیعتی زیبا مسحور واقعا,پیاده هیجان انگیز طبیعتی زیبا مسحور واقعا,1
579,رضا زیرک باش,4,خاطر ایرانگرد یکبار ببینم,خاطر ایرانگرد یکبار ببینم,1
580,ehsan khalaji,4,زیبا دیدنی,زیبا دیدنی,1
581,homa amra,5,مکانی تاریخی زیبا شگفت انگیز,مکانی تاریخی زیبا شگفت انگیز,1
582,ahmad roshni,5,عالیه تنگه کمپ بالای غار کمپ,عالیه تنگه کمپ بالای غار کمپ,1
583,Mojtaba Ghasemi,2,قشنگیه جاده خطرناکه تفریحگاه بهاره,قشنگیه جاده خطرناکه تفریحگاه بهاره,-1
584,armin oghabi,4,یه جاذبه ی طبیعی العاده قشنگ ٬ خودتون دوربین عکاسی ببرید,یه جاذبه ی طبیعی العاده قشنگ ٬ خودتون دوربین عکاسی ببرید,1
585,shahram ,4,زیباترین مناظر طبیعی استان لرستان,زیباترین مناظر طبیعی استان لرستان,1
586,akireza salimi,5,باشکوه emoji emoji …,باشکوه emoji emoji …,1
587,mohamad amraie,5,تفریحی مکانی واسه ماندن نداره,تفریحی مکانی واسه ماندن نداره,1
588,N omidi,3,نرفتم مستندات دیدم مکان جالبیه,نرفتم مستندات دیدم مکان جالبیه,0
589,hamed Goodarzy,4,بزرگترین ژیوپارک پارک زمین شناسی ایران زیبا,بزرگترین ژیوپارک پارک زمین شناسی ایران زیبا,1
590,khaled saadat nasab,4,زیباترین آثار طبیعی لرستان,زیباترین آثار طبیعی لرستان,1
591,h.m dasjerdi,2,زیبایی بکر اگه ملت آشغال ریز نده,زیبایی بکر اگه ملت آشغال ریز نده,-1
592,sourosh taherian,5,بکر حاظر,بکر حاظر,1
593,نگهبان سیستم,5,بینظیر,بینظیر,1
594,رضا جمال پور شهربابکی,5,زیبا,زیبا,1
595,fardin eshagi,5,دیدنی,دیدنی,1
596,بهروز دیناری,4,یه مکان رویایی,یه مکان رویایی,1
597,Ammar Ebrahimi,4,برم,برم,1
598,alireza jafari,4,,None,1
599,فرید صادقی,4,,None,1
600,mehdi dehgannejad,5,زیبا,زیبا,1
601,rahim saberi,4,,None,1
602,الهه قاسمی,5,,None,1
603,Ali GH,4,خفن,خفن,1
604,Ahmad Boroun,1,یه حیف زباله,یه حیف زباله,-1
605,علی کهن,4,,None,1
606,Erfan Darvish,3,تفریح یکروز خوب وبیادماندنی,تفریح یکروز خوب وبیادماندنی,0
607,farzaneh azadbakht,4,منطقه,منطقه,1
608,Amir t,4,,None,1
609,ahmad nejati,5,خاص شگفت انگیز,خاص شگفت انگیز,1
610,alireza yazdani,5,زیبا بکر واقعا emoji emoji …,زیبا بکر واقعا emoji emoji …,1
611,Zamani sport,5,,None,1
612,mohammad godarzi,4,طببعت زیباو چشم نواز,طببعت زیباو چشم نواز,1
613,کمپرسور هوا رهنما,5,رویایی,رویایی,1
614,hasan niazi,4,بکر ناام,بکر ناام,1
615,mehdi tafreshi,4,زیبا emoji emoji …,زیبا emoji emoji …,1
616,Kamran,4,عالیه,عالیه,1
617,Ali Hamedi,3,,None,0
618,Danial Dostypor,5,پرفکت,پرفکت,1
619,Mehdi Dinesy,4,بکر دیدنی,بکر دیدنی,1
620,OMER HAKan,4,قطعه بهشت,قطعه بهشت,1
621,roham,4,,None,1
622,kiya sep,5,,None,1
623,arash sadeghi,5,تجربه باور نکردنی,تجربه باور نکردنی,1
624,mohsen ,4,سرزمینی زیبا,سرزمینی زیبا,1
625,سعید پرهامی,5,,None,1
626,Reza Abdoli,3,خوب,خوب,0
627,reza taghizadeh,4,بکر زیبا,بکر زیبا,1
628,mohsen rezaee,4,زیبا دیدنی,زیبا دیدنی,1
629,elya perfume,4,,None,1
630,M Dadafarid,5,,None,1
631,omid zandi,5,,None,1
632,rasoul,5,,None,1
633,majid askari,4,,None,1
634,shahrokh taheri,4,,None,1
635,hosyn Ak,4,عالیه,عالیه,1
636,amin ,5,رویایی,رویایی,1
637,reza amiri,4,طبیعت زیبا بکر,طبیعت زیبا بکر,1
638,Ali,2,العادست,العادست,-1
639,Roholah,4,زیباترین تنگه ایران,زیباترین تنگه ایران,1
640,saeed rabiee,5,بکرترین طبیعت,بکرترین طبیعت,1
641,amir shafie,4,زیباست,زیباست,1
642,ahmad baluchi,5,دیدنی,دیدنی,1
643,bing,5,دیدنی,دیدنی,1
644,hanmid,5,,None,1
679,seyed mostafa,4,اطراف قلعه پارک مناسبی نداره بهتره ماشینتون خیابان اطراف پارک قلعه بروید پرداخت ورودی قلعه میرید مسیر بهش شیب طولانی هست خسته باشه داخل قلعه موزه مردم شناسی باستانی هست بازدید ازش بلیط جداگانه نداره برخورد کادر موزه غیرحرفه بد توجه داره خیابان جلوی قلعه بازار داره اجناسش قیمت خوبی,اطراف قلعه پارک مناسبی نداره بهتره ماشینتون خیابان اطراف پارک قلعه بروید پرداخت ورودی قلعه میرید مسیر بهش شیب طولانی هست خسته باشه داخل قلعه موزه مردم شناسی باستانی هست بازدید ازش بلیط جداگانه نداره برخورد کادر موزه غیرحرفه بد توجه داره خیابان جلوی قلعه بازار داره اجناسش قیمت خوبی,1
680,Edris Bahrampour,3,مشهورترین جاذبه توریستی شهر خرم آباد انصافا دیدنی وسط شهر منظره زیبایی داخل قلعه ساداه موزه مردم شناسی جلوه‌ی جلوه زیبایی,مشهورترین جاذبه توریستی شهر خرم آباد انصافا دیدنی وسط شهر منظره زیبایی داخل قلعه ساداه موزه مردم شناسی جلوه‌ی جلوه زیبایی,0
681,parvin jamshidian,5,موزه داخل قلعه العاده ست مجسمه ساخته مجسمه emoji emoji emoji انگار واقعی چهره زحمت کش آفتاب سوخته عشایر مجسمه موزه انتقال فرهنگ عشایر طراحی,موزه داخل قلعه العاده ست مجسمه ساخته مجسمه emoji emoji emoji انگار واقعی چهره زحمت کش آفتاب سوخته عشایر مجسمه موزه انتقال فرهنگ عشایر طراحی,1
